merchant,description,mcc,transaction_type,label,source
Aeroflot Store,Synthetic no mcc operation aeroflot,0,expense,28,seed_no_mcc_v1
Aeroflot Store,Synthetic aeroflot purchase,3000,expense,28,seed_keywords_v1
Airbnb City,Synthetic no mcc operation airbnb,0,expense,28,seed_no_mcc_v1
Airbnb City,Synthetic airbnb purchase,3501,expense,28,seed_keywords_v1
Airbnb Express,Synthetic payment at airbnb,4511,expense,28,seed_keywords_v1
Airbnb Online,Synthetic online payment airbnb,7011,expense,28,seed_keywords_v1
Airbnb Pay,Synthetic card operation airbnb,3000,expense,28,seed_keywords_v1
Airbnb Store,Synthetic airbnb receipt,4722,expense,28,seed_keywords_v1
Aviasales City,Synthetic card operation aviasales,3001,expense,28,seed_keywords_v1
Aviasales Express,Synthetic no mcc operation aviasales,0,expense,28,seed_no_mcc_v1
Aviasales Express,Synthetic aviasales purchase,4511,expense,28,seed_keywords_v1
Aviasales Online,Synthetic aviasales receipt,7011,expense,28,seed_keywords_v1
Aviasales Pay,Synthetic online payment aviasales,3000,expense,28,seed_keywords_v1
Aviasales Store,Synthetic payment at aviasales,4722,expense,28,seed_keywords_v1
Booking City,Synthetic payment at booking,3501,expense,28,seed_keywords_v1
Booking Express,Synthetic booking receipt,4511,expense,28,seed_keywords_v1
Booking Online,Synthetic card operation booking,7011,expense,28,seed_keywords_v1
Booking Pay,Synthetic no mcc operation booking,0,expense,28,seed_no_mcc_v1
Booking Pay,Synthetic booking purchase,3001,expense,28,seed_keywords_v1
Booking Store,Synthetic online payment booking,4722,expense,28,seed_keywords_v1
Hotel City,Synthetic no mcc operation hotel,0,expense,28,seed_no_mcc_v1
Hotel City,Synthetic hotel purchase,3001,expense,28,seed_keywords_v1
Hotel Express,Synthetic payment at hotel,3501,expense,28,seed_keywords_v1
Hotel Online,Synthetic online payment hotel,4722,expense,28,seed_keywords_v1
Hotel Pay,Synthetic card operation hotel,7011,expense,28,seed_keywords_v1
Hotel Store,Synthetic hotel receipt,4511,expense,28,seed_keywords_v1
Onetwotrip City,Synthetic onetwotrip receipt,3001,expense,28,seed_keywords_v1
Onetwotrip Express,Synthetic online payment onetwotrip,3501,expense,28,seed_keywords_v1
Onetwotrip Online,Synthetic no mcc operation onetwotrip,0,expense,28,seed_no_mcc_v1
Onetwotrip Online,Synthetic onetwotrip purchase,7011,expense,28,seed_keywords_v1
Onetwotrip Pay,Synthetic payment at onetwotrip,3000,expense,28,seed_keywords_v1
Onetwotrip Store,Synthetic card operation onetwotrip,4511,expense,28,seed_keywords_v1
Ostrovok City,Synthetic payment at ostrovok,3001,expense,28,seed_keywords_v1
Ostrovok Express,Synthetic ostrovok receipt,3501,expense,28,seed_keywords_v1
Ostrovok Online,Synthetic card operation ostrovok,4722,expense,28,seed_keywords_v1
Ostrovok Pay,Synthetic no mcc operation ostrovok,0,expense,28,seed_no_mcc_v1
Ostrovok Pay,Synthetic ostrovok purchase,3000,expense,28,seed_keywords_v1
Ostrovok Store,Synthetic online payment ostrovok,4511,expense,28,seed_keywords_v1
Pobeda City,Synthetic payment at pobeda,4511,expense,28,seed_keywords_v1
Pobeda Express,Synthetic pobeda receipt,4722,expense,28,seed_keywords_v1
Pobeda Online,Synthetic card operation pobeda,3000,expense,28,seed_keywords_v1
Pobeda Pay,Synthetic no mcc operation pobeda,0,expense,28,seed_no_mcc_v1
Pobeda Pay,Synthetic pobeda purchase,3501,expense,28,seed_keywords_v1
Pobeda Store,Synthetic online payment pobeda,7011,expense,28,seed_keywords_v1
Tour City,Synthetic tour receipt,3000,expense,28,seed_keywords_v1
Tour Express,Synthetic online payment tour,3001,expense,28,seed_keywords_v1
Tour Online,Synthetic no mcc operation tour,0,expense,28,seed_no_mcc_v1
Tour Online,Synthetic tour purchase,4722,expense,28,seed_keywords_v1
Tour Pay,Synthetic payment at tour,7011,expense,28,seed_keywords_v1
Tour Store,Synthetic card operation tour,3501,expense,28,seed_keywords_v1
Travel City,Synthetic online payment travel,3000,expense,28,seed_keywords_v1
Travel Express,Synthetic card operation travel,3001,expense,28,seed_keywords_v1
Travel Online,Synthetic payment at travel,4722,expense,28,seed_keywords_v1
Travel Pay,Synthetic travel receipt,7011,expense,28,seed_keywords_v1
Travel Store,Synthetic no mcc operation travel,0,expense,28,seed_no_mcc_v1
Travel Store,Synthetic travel purchase,4511,expense,28,seed_keywords_v1
Turkish Airlines City,Synthetic turkish airlines receipt,3501,expense,28,seed_keywords_v1
Turkish Airlines Express,Synthetic online payment turkish airlines,4511,expense,28,seed_keywords_v1
Turkish Airlines Online,Synthetic no mcc operation turkish airlines,0,expense,28,seed_no_mcc_v1
Turkish Airlines Online,Synthetic turkish airlines purchase,3000,expense,28,seed_keywords_v1
Turkish Airlines Pay,Synthetic payment at turkish airlines,3001,expense,28,seed_keywords_v1
Turkish Airlines Store,Synthetic card operation turkish airlines,4722,expense,28,seed_keywords_v1
Tutu City,Synthetic online payment tutu,3001,expense,28,seed_keywords_v1
Tutu Express,Synthetic card operation tutu,3501,expense,28,seed_keywords_v1
Tutu Online,Synthetic payment at tutu,7011,expense,28,seed_keywords_v1
Tutu Pay,Synthetic tutu receipt,3000,expense,28,seed_keywords_v1
Tutu Store,Synthetic no mcc operation tutu,0,expense,28,seed_no_mcc_v1
Tutu Store,Synthetic tutu purchase,4722,expense,28,seed_keywords_v1
Ural Airlines City,Synthetic online payment ural airlines,3501,expense,28,seed_keywords_v1
Ural Airlines Express,Synthetic card operation ural airlines,4511,expense,28,seed_keywords_v1
Ural Airlines Online,Synthetic payment at ural airlines,3000,expense,28,seed_keywords_v1
Ural Airlines Pay,Synthetic ural airlines receipt,3001,expense,28,seed_keywords_v1
Ural Airlines Store,Synthetic no mcc operation ural airlines,0,expense,28,seed_no_mcc_v1
Ural Airlines Store,Synthetic ural airlines purchase,7011,expense,28,seed_keywords_v1
Utair City,Synthetic card operation utair,3501,expense,28,seed_keywords_v1
Utair Express,Synthetic no mcc operation utair,0,expense,28,seed_no_mcc_v1
Utair Express,Synthetic utair purchase,4722,expense,28,seed_keywords_v1
Utair Online,Synthetic utair receipt,3000,expense,28,seed_keywords_v1
Utair Pay,Synthetic online payment utair,3001,expense,28,seed_keywords_v1
Utair Store,Synthetic payment at utair,7011,expense,28,seed_keywords_v1
Аэрофлот City,Synthetic аэрофлот receipt,4511,expense,28,seed_keywords_v1
Аэрофлот Express,Synthetic online payment аэрофлот,4722,expense,28,seed_keywords_v1
Аэрофлот Online,Synthetic no mcc operation аэрофлот,0,expense,28,seed_no_mcc_v1
Аэрофлот Online,Synthetic аэрофлот purchase,3001,expense,28,seed_keywords_v1
Аэрофлот Pay,Synthetic payment at аэрофлот,3501,expense,28,seed_keywords_v1
Аэрофлот Store,Synthetic card operation аэрофлот,7011,expense,28,seed_keywords_v1
Отель City,Synthetic card operation отель,3000,expense,28,seed_keywords_v1
Отель Express,Synthetic no mcc operation отель,0,expense,28,seed_no_mcc_v1
Отель Express,Synthetic отель purchase,3501,expense,28,seed_keywords_v1
Отель Online,Synthetic отель receipt,4722,expense,28,seed_keywords_v1
Отель Pay,Synthetic online payment отель,7011,expense,28,seed_keywords_v1
Отель Store,Synthetic payment at отель,4511,expense,28,seed_keywords_v1
Победа City,Synthetic no mcc operation победа,0,expense,28,seed_no_mcc_v1
Победа City,Synthetic победа purchase,4511,expense,28,seed_keywords_v1
Победа Express,Synthetic payment at победа,4722,expense,28,seed_keywords_v1
Победа Online,Synthetic online payment победа,3000,expense,28,seed_keywords_v1
Победа Pay,Synthetic card operation победа,3001,expense,28,seed_keywords_v1
Победа Store,Synthetic победа receipt,7011,expense,28,seed_keywords_v1
Charity City,Synthetic no mcc operation charity,0,expense,29,seed_no_mcc_v1
Charity City,Synthetic charity purchase,8398,expense,29,seed_keywords_v1
Charity Express,Synthetic payment at charity,8641,expense,29,seed_keywords_v1
Charity Online,Synthetic online payment charity,8661,expense,29,seed_keywords_v1
Charity Pay,Synthetic card operation charity,8398,expense,29,seed_keywords_v1
Charity Store,Synthetic charity receipt,8651,expense,29,seed_keywords_v1
Donation City,Synthetic online payment donation,8641,expense,29,seed_keywords_v1
Donation Express,Synthetic card operation donation,8651,expense,29,seed_keywords_v1
Donation Online,Synthetic payment at donation,8661,expense,29,seed_keywords_v1
Donation Pay,Synthetic donation receipt,8398,expense,29,seed_keywords_v1
Donation Store,Synthetic no mcc operation donation,0,expense,29,seed_no_mcc_v1
Donation Store,Synthetic donation purchase,8651,expense,29,seed_keywords_v1
Greenpeace City,Synthetic online payment greenpeace,8398,expense,29,seed_keywords_v1
Greenpeace Express,Synthetic card operation greenpeace,8641,expense,29,seed_keywords_v1
Greenpeace Online,Synthetic payment at greenpeace,8651,expense,29,seed_keywords_v1
Greenpeace Pay,Synthetic greenpeace receipt,8661,expense,29,seed_keywords_v1
Greenpeace Store,Synthetic no mcc operation greenpeace,0,expense,29,seed_no_mcc_v1
Greenpeace Store,Synthetic greenpeace purchase,8641,expense,29,seed_keywords_v1
Nuzhna Pomosh City,Synthetic payment at nuzhna pomosh,8398,expense,29,seed_keywords_v1
Nuzhna Pomosh Express,Synthetic nuzhna pomosh receipt,8641,expense,29,seed_keywords_v1
Nuzhna Pomosh Online,Synthetic card operation nuzhna pomosh,8661,expense,29,seed_keywords_v1
Nuzhna Pomosh Pay,Synthetic no mcc operation nuzhna pomosh,0,expense,29,seed_no_mcc_v1
Nuzhna Pomosh Pay,Synthetic nuzhna pomosh purchase,8661,expense,29,seed_keywords_v1
Nuzhna Pomosh Store,Synthetic online payment nuzhna pomosh,8651,expense,29,seed_keywords_v1
Podari Zhizn City,Synthetic online payment podari zhizn,8661,expense,29,seed_keywords_v1
Podari Zhizn Express,Synthetic card operation podari zhizn,8398,expense,29,seed_keywords_v1
Podari Zhizn Online,Synthetic payment at podari zhizn,8641,expense,29,seed_keywords_v1
Podari Zhizn Pay,Synthetic podari zhizn receipt,8651,expense,29,seed_keywords_v1
Podari Zhizn Store,Synthetic no mcc operation podari zhizn,0,expense,29,seed_no_mcc_v1
Podari Zhizn Store,Synthetic podari zhizn purchase,8398,expense,29,seed_keywords_v1
Rusfond City,Synthetic payment at rusfond,8661,expense,29,seed_keywords_v1
Rusfond Express,Synthetic rusfond receipt,8398,expense,29,seed_keywords_v1
Rusfond Online,Synthetic card operation rusfond,8651,expense,29,seed_keywords_v1
Rusfond Pay,Synthetic no mcc operation rusfond,0,expense,29,seed_no_mcc_v1
Rusfond Pay,Synthetic rusfond purchase,8651,expense,29,seed_keywords_v1
Rusfond Store,Synthetic online payment rusfond,8641,expense,29,seed_keywords_v1
Wwf City,Synthetic card operation wwf,8398,expense,29,seed_keywords_v1
Wwf Express,Synthetic no mcc operation wwf,0,expense,29,seed_no_mcc_v1
Wwf Express,Synthetic wwf purchase,8398,expense,29,seed_keywords_v1
Wwf Online,Synthetic wwf receipt,8651,expense,29,seed_keywords_v1
Wwf Pay,Synthetic online payment wwf,8661,expense,29,seed_keywords_v1
Wwf Store,Synthetic payment at wwf,8641,expense,29,seed_keywords_v1
Благотворительность City,Synthetic card operation благотворительность,8641,expense,29,seed_keywords_v1
Благотворительность Express,Synthetic no mcc operation благотворительность,0,expense,29,seed_no_mcc_v1
Благотворительность Express,Synthetic благотворительность purchase,8641,expense,29,seed_keywords_v1
Благотворительность Online,Synthetic благотворительность receipt,8661,expense,29,seed_keywords_v1
Благотворительность Pay,Synthetic online payment благотворительность,8398,expense,29,seed_keywords_v1
Благотворительность Store,Synthetic payment at благотворительность,8651,expense,29,seed_keywords_v1
Нужна Помощь City,Synthetic нужна помощь receipt,8398,expense,29,seed_keywords_v1
Нужна Помощь Express,Synthetic online payment нужна помощь,8641,expense,29,seed_keywords_v1
Нужна Помощь Online,Synthetic no mcc operation нужна помощь,0,expense,29,seed_no_mcc_v1
Нужна Помощь Online,Synthetic нужна помощь purchase,8651,expense,29,seed_keywords_v1
Нужна Помощь Pay,Synthetic payment at нужна помощь,8661,expense,29,seed_keywords_v1
Нужна Помощь Store,Synthetic card operation нужна помощь,8651,expense,29,seed_keywords_v1
Подари Жизнь City,Synthetic подари жизнь receipt,8661,expense,29,seed_keywords_v1
Подари Жизнь Express,Synthetic online payment подари жизнь,8398,expense,29,seed_keywords_v1
Подари Жизнь Online,Synthetic no mcc operation подари жизнь,0,expense,29,seed_no_mcc_v1
Подари Жизнь Online,Synthetic подари жизнь purchase,8641,expense,29,seed_keywords_v1
Подари Жизнь Pay,Synthetic payment at подари жизнь,8651,expense,29,seed_keywords_v1
Подари Жизнь Store,Synthetic card operation подари жизнь,8641,expense,29,seed_keywords_v1
Пожертвование City,Synthetic пожертвование receipt,8641,expense,29,seed_keywords_v1
Пожертвование Express,Synthetic online payment пожертвование,8651,expense,29,seed_keywords_v1
Пожертвование Online,Synthetic no mcc operation пожертвование,0,expense,29,seed_no_mcc_v1
Пожертвование Online,Synthetic пожертвование purchase,8661,expense,29,seed_keywords_v1
Пожертвование Pay,Synthetic payment at пожертвование,8398,expense,29,seed_keywords_v1
Пожертвование Store,Synthetic card operation пожертвование,8661,expense,29,seed_keywords_v1
